,Delivery_person_Age,Delivery_person_Ratings,Type_of_vehicle,Time_taken(min),distance,speed,capabilty,traffic_fact
12369,33,4.6,3,17,3.099023237363916,2,9.2,10.8
12370,36,4.6,2,26,13.804694329473278,1,4.6,15.4
12371,20,4.6,2,43,20.397442775188328,1,4.6,15.4
12372,22,4.9,2,27,7.845173108613388,1,4.9,15.1
12373,21,4.7,2,15,6.1977399151548,1,4.7,15.3
12374,29,4.0,2,21,1.5340125223641272,1,4.0,16.0
12375,20,4.8,2,29,10.737174994526411,1,4.8,15.2
12376,34,4.6,2,49,11.902753837483976,1,4.6,15.4
12377,38,4.7,2,30,7.747203927047174,1,4.7,15.3
12378,39,4.6,2,26,4.648672166373222,1,4.6,15.4
12379,33,5.0,3,27,10.687541344886148,2,10.0,10.0
12380,32,4.5,3,21,1.5341084981792636,2,9.0,11.0
12381,32,4.9,3,20,10.706613368220644,2,9.8,10.2
12382,26,4.5,2,41,6.135383422532994,1,4.5,15.5
12383,35,3.6,1,37,13.941657178556436,3,10.8,9.2
12384,25,4.5,3,27,19.659104803877018,2,9.0,11.0
12385,20,4.6,3,36,12.396112113657612,2,9.2,10.8
12386,31,4.5,3,25,1.4880566842227019,2,9.0,11.0
12387,38,4.1,3,42,12.394132518615256,2,8.2,11.8
12388,20,4.8,3,16,3.0989894697047937,2,9.6,10.4
12389,32,4.8,2,29,3.0250325843898467,1,4.8,15.2
12390,29,4.6,1,17,19.59009856812415,3,13.799999999999999,6.200000000000001
12391,33,4.8,2,17,1.5179237301775086,1,4.8,15.2
12392,31,4.7,2,48,20.489601828139495,1,4.7,15.3
12393,27,4.6,2,26,9.162403230196174,1,4.6,15.4
12394,34,4.4,2,35,13.39091144683634,1,4.4,15.6
12395,38,4.6,2,37,4.665092570655827,1,4.6,15.4
12396,29,4.5,3,20,20.48917486917406,2,9.0,11.0
12397,26,4.7,1,26,13.412706473220503,3,14.100000000000001,5.899999999999999
12398,28,4.6,3,12,19.340128268587073,2,9.2,10.8
12399,24,4.7,2,29,10.415459469221599,1,4.7,15.3
12400,39,4.1,3,33,7.756712515848981,2,8.2,11.8
12401,33,4.6,3,16,2.9760751590737056,2,9.2,10.8
12402,39,5.0,3,15,3.0358047939362813,2,10.0,10.0
12403,30,4.7,3,18,3.0992433209272896,2,9.4,10.6
12404,27,4.9,3,22,20.143689599486173,2,9.8,10.2
12405,23,4.7,1,26,13.390419540255463,3,14.100000000000001,5.899999999999999
12406,35,4.3,2,45,13.96227361078246,1,4.3,15.7
12407,31,4.5,2,20,3.02166368351714,1,4.5,15.5
12408,25,4.6,3,20,20.491493146475392,2,9.2,10.8
12409,25,4.6,3,17,19.321568956564253,2,9.2,10.8
12410,31,4.7,2,21,9.29651010180637,1,4.7,15.3
12411,37,4.1,2,32,3.102699426791535,1,4.1,15.9
12412,34,4.2,3,32,5.952421484014082,2,8.4,11.6
12413,35,4.7,3,30,11.903926009449917,2,9.4,10.6
12414,23,4.7,2,12,3.020706639820848,1,4.7,15.3
12415,29,4.6,2,29,16.57770577723575,1,4.6,15.4
12416,30,4.7,2,48,17.040701348760326,1,4.7,15.3
12417,30,4.7,3,25,8.782787578437159,2,9.4,10.6
12418,33,4.6,1,33,6.095323716470723,3,13.799999999999999,6.200000000000001
12419,27,4.2,2,36,1.5341425004658225,1,4.2,15.8
12420,36,4.1,1,34,7.551297987342756,3,12.299999999999999,7.700000000000001
12421,31,4.9,3,18,4.553679120746385,2,9.8,10.2
12422,22,4.5,3,10,6.219456753001566,2,9.0,11.0
12423,30,5.0,2,21,3.1380694073889375,1,5.0,15.0
12424,21,4.6,2,21,4.4597397640764544,1,4.6,15.4
12425,28,4.8,2,37,12.395377352504651,1,4.8,15.2
12426,30,4.3,3,36,10.786673667993906,2,8.6,11.4
12427,39,3.7,1,38,10.689181764692147,3,11.100000000000001,8.899999999999999
12428,27,4.5,2,27,3.102721585192909,1,4.5,15.5
12429,32,5.0,3,25,10.693142439128849,2,10.0,10.0
12430,26,4.9,2,24,10.786879608304238,1,4.9,15.1
12431,23,4.9,2,12,9.074224662550684,1,4.9,15.1
12432,38,4.7,2,28,20.139224431460544,1,4.7,15.3
12433,38,4.7,2,48,14.016330762694189,1,4.7,15.3
12434,39,4.6,3,15,7.5366511561659495,2,9.2,10.8
12435,24,4.9,2,11,1.5180471193081784,1,4.9,15.1
12436,22,4.5,3,20,20.828343664778306,2,9.0,11.0
12437,34,4.5,2,23,1.4866117771925245,1,4.5,15.5
12438,34,4.6,2,29,3.014560783670559,1,4.6,15.4
12439,35,4.3,2,29,1.5496965554268864,1,4.3,15.7
12440,35,5.0,2,44,13.80547731046219,1,5.0,15.0
12441,26,4.8,3,19,9.177638861634822,2,9.6,10.4
12442,33,4.8,1,15,19.34097823426293,3,14.399999999999999,5.600000000000001
12443,35,4.2,3,31,16.10016307843138,2,8.4,11.6
12444,20,4.6,2,29,3.1380694073889375,1,4.6,15.4
12445,32,4.6,2,20,4.581334800265241,1,4.6,15.4
12446,28,4.9,3,10,1.5180983458459458,2,9.8,10.2
12447,31,4.5,2,29,13.397932459617602,1,4.5,15.5
12448,39,4.6,2,23,6.136195129563874,1,4.6,15.4
12449,31,4.6,2,19,4.46400761913827,1,4.6,15.4
12450,33,4.9,2,23,13.99367902060174,1,4.9,15.1
12451,35,4.9,3,27,7.756744235754954,2,9.8,10.2
12452,21,4.6,3,30,12.552275755914394,2,9.2,10.8
12453,29,4.6,2,21,6.028999593844145,1,4.6,15.4
12454,24,4.5,1,13,1.5272542689629798,3,13.5,6.5
12455,29,4.6,2,16,13.763169471679213,1,4.6,15.4
12456,39,3.9,2,40,19.93889148289046,1,3.9,16.1
12457,21,4.8,3,18,7.439726105442683,2,9.6,10.4
12458,27,4.8,3,12,1.5073263645090003,2,9.6,10.4
12459,29,4.6,3,18,4.653886193068267,2,9.2,10.8
12460,20,4.7,2,15,3.0988117968076545,1,4.7,15.3
12461,39,4.6,3,35,20.141445016216554,2,9.2,10.8
12462,34,4.9,2,43,13.592749450062879,1,4.9,15.1
12463,34,4.6,3,25,7.335684979628153,2,9.2,10.8
12464,35,4.5,3,18,9.297373575548699,2,9.0,11.0
12465,23,4.7,3,26,17.259376716936664,2,9.4,10.6
12466,20,4.7,3,28,6.110622448539019,2,9.4,10.6
12467,23,5.0,3,42,20.137065622347322,2,10.0,10.0
12468,29,4.6,1,28,6.029055155289032,3,13.799999999999999,6.200000000000001
12469,31,4.8,1,21,10.586720360323753,3,14.399999999999999,5.600000000000001
12470,38,4.7,2,30,1.508011386539006,1,4.7,15.3
12471,38,4.0,3,33,1.551363898457269,2,8.0,12.0
12472,38,3.8,3,40,19.93768479044883,2,7.6,12.4
12473,39,4.7,3,22,3.059026416445832,2,9.4,10.6
12474,36,4.8,3,25,6.108657243547514,2,9.6,10.4
12475,29,4.6,2,30,7.646622917691142,1,4.6,15.4
12476,39,4.7,2,26,19.730013677494053,1,4.7,15.3
12477,23,4.6,2,30,12.394039281844009,1,4.6,15.4
12478,20,4.9,3,22,17.043069629578344,2,9.8,10.2
12479,24,5.0,2,30,20.397442775188328,1,5.0,15.0
12480,34,5.0,2,36,12.214263408160942,1,5.0,15.0
12481,34,4.8,3,22,9.296553929181776,2,9.6,10.4
12482,33,4.7,2,25,12.081502677456978,1,4.7,15.3
12483,33,5.0,2,42,20.82829451699757,1,5.0,15.0
12484,26,4.9,1,33,13.39078871429458,3,14.700000000000001,5.299999999999999
12485,28,4.7,3,23,13.563852221699795,2,9.4,10.6
12486,37,4.7,2,29,4.6541316710672564,1,4.7,15.3
12487,31,4.0,3,37,7.534961933033597,2,8.0,12.0
12488,27,4.6,2,16,10.69100092566136,1,4.6,15.4
12489,20,4.6,3,10,3.1027828005863136,2,9.2,10.8
12490,35,4.7,1,27,7.670169545372539,3,14.100000000000001,5.899999999999999
12491,26,4.8,2,18,10.844094035055107,1,4.8,15.2
12492,20,4.6,2,20,13.661188213249718,1,4.6,15.4
12493,28,4.7,3,16,7.77427248083593,2,9.4,10.6
12494,37,5.0,2,34,4.647448680585023,1,5.0,15.0
12495,38,4.9,3,28,1.5103183815574097,2,9.8,10.2
12496,35,4.9,2,20,1.5496338870197353,1,4.9,15.1
12497,34,4.6,2,26,4.64802423339136,1,4.6,15.4
12498,34,4.2,3,31,6.045126563895318,2,8.4,11.6
12499,33,4.3,2,45,19.590912629231074,1,4.3,15.7
12500,27,5.0,3,35,20.033440066569746,2,10.0,10.0
12501,27,4.5,2,24,16.799673910851933,1,4.5,15.5
12502,32,4.6,1,21,7.845173108613388,3,13.799999999999999,6.200000000000001
12503,38,4.6,2,22,19.880325485248004,1,4.6,15.4
12504,38,4.6,3,27,4.463962781432896,2,9.2,10.8
12505,32,4.6,2,15,1.5496365009021704,1,4.6,15.4
12506,23,4.8,2,29,12.438631313169449,1,4.8,15.2
12507,22,4.7,3,18,1.5495023088971138,2,9.4,10.6
12508,35,4.6,2,41,20.211745361504864,1,4.6,15.4
12509,20,4.8,2,19,4.582909874633315,1,4.8,15.2
12510,36,4.0,1,34,1.5238948213503827,3,12.0,8.0
12511,31,4.8,2,21,3.109874956831217,1,4.8,15.2
12512,29,4.7,2,24,13.661199383826538,1,4.7,15.3
12513,32,4.7,3,20,3.0989631816491823,2,9.4,10.6
12514,29,5.0,3,19,7.845173108613388,2,10.0,10.0
12515,35,4.8,1,32,6.276138627413788,3,14.399999999999999,5.600000000000001
12516,29,4.6,1,40,10.737399645661611,3,13.799999999999999,6.200000000000001
12517,28,4.7,3,14,7.747793362638613,2,9.4,10.6
12518,20,4.8,2,24,19.93928818656503,1,4.8,15.2
12519,36,4.1,2,35,17.259376716936664,1,4.1,15.9
12520,24,5.0,2,25,13.173609010688349,1,5.0,15.0
12521,27,4.7,3,18,5.950862376179955,2,9.4,10.6
12522,38,3.5,2,33,13.377332859549806,1,3.5,16.5
12523,32,4.6,2,19,20.829460333322302,1,4.6,15.4
12524,35,4.0,3,47,13.377714185270579,2,8.0,12.0
12525,22,4.2,2,24,4.537460219891628,1,4.2,15.8
12526,25,4.9,2,18,16.823323902378387,1,4.9,15.1
12527,31,4.7,2,20,12.056467912278185,1,4.7,15.3
12528,24,4.9,3,14,17.064094538257507,2,9.8,10.2
12529,27,4.6,3,20,20.397442775188328,2,9.2,10.8
12530,38,4.7,2,43,12.271866644290714,1,4.7,15.3
12531,29,4.6,2,27,9.202838398831243,1,4.6,15.4
12532,29,4.9,3,18,6.117886264150339,2,9.8,10.2
12533,25,4.0,2,31,1.5496338870197353,1,4.0,16.0
12534,22,4.8,2,30,9.297262765169393,1,4.8,15.2
12535,29,4.6,1,23,6.07144819276444,3,13.799999999999999,6.200000000000001
12536,36,4.5,2,23,12.056968418188383,1,4.5,15.5
12537,24,4.6,2,33,12.395001965045857,1,4.6,15.4
12538,24,4.9,3,11,4.654125267189119,2,9.8,10.2
12539,29,4.6,0,33,17.10286266166346,4,18.4,1.6000000000000014
12540,26,4.7,3,23,6.197259279550285,2,9.4,10.6
12541,20,4.9,2,16,7.775027531729311,1,4.9,15.1
12542,20,4.6,2,24,14.121309628180253,1,4.6,15.4
12543,38,4.8,1,20,4.6541050410547395,3,14.399999999999999,5.600000000000001
12544,29,4.8,3,28,4.664779343911224,2,9.6,10.4
12545,31,4.6,2,30,16.612508107851173,1,4.6,15.4
12546,22,4.9,2,22,16.612635818204165,1,4.9,15.1
12547,31,4.7,3,29,1.5494796970417275,2,9.4,10.6
12548,29,4.6,2,38,14.121309628180253,1,4.6,15.4
12549,38,5.0,2,42,12.214161102936735,1,5.0,15.0
12550,24,4.3,2,27,3.102765054159252,1,4.3,15.7
12551,39,4.7,1,31,8.918854956500166,3,14.100000000000001,5.899999999999999
12552,22,4.8,2,30,16.13729365480566,1,4.8,15.2
12553,28,4.6,1,22,6.2194302015666025,3,13.799999999999999,6.200000000000001
12554,21,4.8,2,12,9.295709283635453,1,4.8,15.2
12555,20,4.8,3,11,4.589078879821043,2,9.6,10.4
12556,34,4.4,3,34,6.118362902630352,2,8.8,11.2
12557,21,4.7,2,37,17.259376716936664,1,4.7,15.3
12558,28,4.9,2,17,12.213270282424675,1,4.9,15.1
12559,23,5.0,2,24,20.16650477947584,1,5.0,15.0
12560,38,4.6,3,36,10.884151085917082,2,9.2,10.8
12561,35,4.9,2,49,12.552275755914394,1,4.9,15.1
12562,23,4.5,3,18,4.523951057005313,2,9.0,11.0
12563,30,4.7,3,25,3.0250084659147034,2,9.4,10.6
12564,31,5.0,2,25,4.588458640200588,1,5.0,15.0
12565,34,4.3,2,39,12.2127855162281,1,4.3,15.7
12566,37,4.9,2,26,13.739735417762162,1,4.9,15.1
12567,31,3.8,3,42,16.873857560165685,2,7.6,12.4
12568,28,4.5,2,21,6.19750414054014,1,4.5,15.5
12569,28,4.6,3,15,13.377512044939152,2,9.2,10.8
12570,31,4.7,3,25,4.664723158589911,2,9.4,10.6
12571,36,4.7,1,16,4.459687346327299,3,14.100000000000001,5.899999999999999
12572,20,4.7,3,11,6.118020607368754,2,9.4,10.6
12573,28,4.5,2,23,6.196592923971632,1,4.5,15.5
12574,21,4.9,2,22,6.106736943461254,1,4.9,15.1
12575,27,4.8,2,15,12.082438179710314,1,4.8,15.2
12576,29,4.6,1,11,13.377512044939152,3,13.799999999999999,6.200000000000001
12577,21,4.6,3,16,9.162403230196174,2,9.2,10.8
12578,23,4.3,3,43,10.550012732384769,2,8.6,11.4
12579,24,5.0,2,28,8.927426919167656,1,5.0,15.0
12580,31,4.4,1,34,7.757080118899556,3,13.200000000000001,6.799999999999999
12581,20,4.5,3,28,10.845823925902781,2,9.0,11.0
12582,31,4.8,2,33,5.855682716336693,1,4.8,15.2
12583,29,4.3,2,38,12.410115517669745,1,4.3,15.7
12584,35,3.7,2,39,12.552275755914394,1,3.7,16.3
12585,24,4.8,2,28,13.611055665949733,1,4.8,15.2
12586,29,4.6,2,12,9.414207472710387,1,4.6,15.4
12587,35,4.5,3,26,6.198689098998072,2,9.0,11.0
12588,38,3.6,2,40,13.80555316712384,1,3.6,16.4
12589,33,5.0,2,25,7.670015866956758,1,5.0,15.0
12590,22,4.8,3,21,20.942318650656727,2,9.6,10.4
12591,36,4.8,3,28,3.0359274349522045,2,9.6,10.4
12592,39,4.9,3,18,4.5208616651671925,2,9.8,10.2
12593,33,4.3,3,32,3.1098897249076516,2,8.6,11.4
12594,23,4.7,2,24,4.554153294969161,1,4.7,15.3
12595,37,4.8,2,27,7.551946417880856,1,4.8,15.2
12596,30,4.9,2,52,16.576886807242534,1,4.9,15.1
12597,27,4.6,2,46,17.10252275797518,1,4.6,15.4
12598,33,3.4,2,34,16.79744377860206,1,3.4,16.6
12599,36,5.0,3,27,13.591016959866298,2,10.0,10.0
12600,37,4.8,2,39,9.414207472710387,1,4.8,15.2
12601,27,4.9,2,17,3.013958870983999,1,4.9,15.1
12602,35,4.7,2,43,12.057182695080641,1,4.7,15.3
12603,22,4.1,2,26,1.534188781886972,1,4.1,15.9
12604,33,4.0,3,34,13.944394154535338,2,8.0,12.0
12605,26,4.7,2,23,20.166989378676195,1,4.7,15.3
12606,39,3.8,3,40,10.883891742745625,2,7.6,12.4
12607,20,4.9,2,16,7.774520987326119,1,4.9,15.1
12608,38,4.8,2,30,1.5690347154047224,1,4.8,15.2
12609,27,2.5,3,39,17.040057337914522,2,5.0,15.0
12610,28,4.5,3,17,12.142145823760126,2,9.0,11.0
12611,36,4.2,2,35,4.521743441360151,1,4.2,15.8
12612,35,4.9,3,26,10.624920975781682,2,9.8,10.2
12613,22,4.7,1,23,12.271693017352293,3,14.100000000000001,5.899999999999999
12614,21,4.8,2,30,16.34977493979549,1,4.8,15.2
12615,29,4.8,2,18,10.846013590626095,1,4.8,15.2
12616,28,4.6,2,28,16.796650852961825,1,4.6,15.4
12617,31,4.3,2,38,10.983241696284244,1,4.3,15.7
12618,32,4.9,3,18,7.774224002698605,2,9.8,10.2
12619,24,4.6,1,28,20.942328558254456,3,13.799999999999999,6.200000000000001
12620,34,4.6,3,17,7.562182477576886,2,9.2,10.8
12621,26,5.0,2,14,1.5340125223641272,1,5.0,15.0
12622,28,4.8,3,25,16.79799879130621,2,9.6,10.4
12623,27,4.7,2,22,7.756699817828701,1,4.7,15.3
12624,37,4.9,2,26,6.1362806627149435,1,4.9,15.1
12625,30,4.5,2,30,9.061267391834598,1,4.5,15.5
12626,39,4.4,2,54,13.563852221699795,1,4.4,15.6
12627,35,4.7,2,42,10.983241696284244,1,4.7,15.3
12628,34,4.8,2,29,3.1380694073889375,1,4.8,15.2
12629,25,5.0,3,34,19.63445092983647,2,10.0,10.0
12630,35,4.3,3,34,6.197905447135887,2,8.6,11.4
12631,29,4.6,2,27,5.984644866804196,1,4.6,15.4
12632,26,4.7,2,18,1.5272542689629798,1,4.7,15.3
12633,31,4.4,2,30,1.5690347154047224,1,4.4,15.6
12634,37,4.4,3,41,10.572379018516337,2,8.8,11.2
12635,22,4.6,2,31,19.632314732102273,1,4.6,15.4
12636,28,4.7,2,10,9.308214731000808,1,4.7,15.3
12637,39,4.8,2,38,13.944529384855876,1,4.8,15.2
12638,35,4.8,1,22,10.70661791253787,3,14.399999999999999,5.600000000000001
12639,36,4.6,3,23,5.953310095151372,2,9.2,10.8
12640,29,4.6,3,12,3.058411344007262,2,9.2,10.8
12641,22,4.5,2,24,3.059379238509623,1,4.5,15.5
12642,30,4.8,3,39,12.395379810205451,2,9.6,10.4
12643,28,4.6,2,24,19.659104803877018,1,4.6,15.4
12644,24,4.9,2,27,9.10683925158306,1,4.9,15.1
12645,30,5.0,2,37,10.859243692618604,1,5.0,15.0
12646,39,4.8,2,23,3.053575446751881,1,4.8,15.2
12647,39,4.7,2,27,6.219648199737242,1,4.7,15.3
12648,32,4.8,2,44,20.166056535064868,1,4.8,15.2
12649,34,5.0,2,28,4.5886146280814755,1,5.0,15.0
12650,36,3.5,2,40,12.081477812683922,1,3.5,16.5
12651,20,4.6,3,29,12.099048379319578,2,9.2,10.8
12652,33,4.6,2,21,6.276138627413788,1,4.6,15.4
12653,28,4.5,3,27,17.259376716936664,2,9.0,11.0
12654,37,4.7,2,20,16.871804385709915,1,4.7,15.3
12655,33,4.7,3,27,4.581394214184132,2,9.4,10.6
12656,35,4.6,3,23,16.873028456138556,2,9.2,10.8
12657,33,4.8,2,45,3.0206869079039604,1,4.8,15.2
12658,38,4.7,2,27,4.488577625714156,1,4.7,15.3
12659,33,4.5,2,15,3.0227844004399422,1,4.5,15.5
12660,28,4.4,2,31,11.905861749702474,1,4.4,15.6
12661,22,4.6,3,16,3.0145444437399687,2,9.2,10.8
12662,28,4.9,3,15,9.042704737062705,2,9.8,10.2
12663,31,4.8,2,52,19.80695862547201,1,4.8,15.2
12664,39,4.1,2,48,16.57522844648898,1,4.1,15.9
12665,34,4.6,2,28,11.902873492993384,1,4.6,15.4
12666,24,4.7,3,15,7.704818726560524,2,9.4,10.6
12667,31,4.4,2,35,13.805672692220188,1,4.4,15.6
12668,26,4.8,3,11,20.031610379829605,2,9.6,10.4
12669,34,4.9,3,23,20.137165242718837,2,9.8,10.2
12670,38,4.5,1,36,19.94039158436463,3,13.5,6.5
12671,29,4.6,2,23,20.13933830004732,1,4.6,15.4
12672,30,4.6,2,22,4.664639938745562,1,4.6,15.4
12673,34,4.8,1,20,17.063874784931702,3,14.399999999999999,5.600000000000001
12674,28,4.5,2,20,1.4962325732667767,1,4.5,15.5
12675,39,4.9,2,18,12.08162934703439,1,4.9,15.1
12676,23,5.0,3,18,10.846831391713856,2,10.0,10.0
12677,25,4.8,2,10,6.276138627413788,1,4.8,15.2
12678,37,5.0,2,29,6.108360812908673,1,5.0,15.0
12679,24,4.7,3,21,3.0358047939362813,2,9.4,10.6
12680,27,4.3,2,45,6.198367991397711,1,4.3,15.7
12681,26,4.7,2,28,10.5500260879149,1,4.7,15.3
12682,20,4.9,3,16,1.510457096407813,2,9.8,10.2
12683,29,4.9,3,14,3.0587679415336226,2,9.8,10.2
12684,38,4.6,2,22,12.329279304642395,1,4.6,15.4
12685,28,4.6,3,15,4.654235823749315,2,9.2,10.8
12686,27,4.4,2,34,12.396203377424794,1,4.4,15.6
12687,35,4.8,3,29,7.7569529868068985,2,9.6,10.4
12688,33,4.0,3,34,8.94215002358415,2,8.0,12.0
12689,37,4.9,2,30,9.177783656275444,1,4.9,15.1
12690,29,4.8,2,19,7.774496620087613,1,4.8,15.2
12691,30,3.7,3,44,10.738021146085408,2,7.4,12.6
12692,29,4.6,2,42,10.786497948650181,1,4.6,15.4
12693,29,4.9,1,24,16.69541088302565,3,14.700000000000001,5.299999999999999
12694,34,5.0,2,26,20.166599832051194,1,5.0,15.0
12695,24,4.7,2,28,19.44680506068844,1,4.7,15.3
12696,36,4.6,2,43,16.362659803036674,1,4.6,15.4
12697,28,4.6,3,29,6.19750414054014,2,9.2,10.8
12698,22,4.7,2,15,3.0207366434610647,1,4.7,15.3
12699,29,4.8,2,23,1.5180601561565734,1,4.8,15.2
12700,25,4.6,3,15,9.10683925158306,2,9.2,10.8
12701,38,4.6,2,40,19.883194540663208,1,4.6,15.4
12702,35,4.8,1,27,13.563131658662943,3,14.399999999999999,5.600000000000001
12703,27,4.6,2,24,9.414207472710387,1,4.6,15.4
12704,30,5.0,2,27,4.653886193068267,1,5.0,15.0
12705,31,4.4,2,25,4.707104052532131,1,4.4,15.6
12706,27,4.9,3,20,1.4878016523650663,2,9.8,10.2
12707,36,4.9,2,27,7.670564060247191,1,4.9,15.1
12708,36,4.8,3,29,16.577912108155587,2,9.6,10.4
12709,26,4.9,1,19,10.8595355556471,3,14.700000000000001,5.299999999999999
12710,33,4.3,2,39,3.0986685708988024,1,4.3,15.7
12711,29,4.6,2,12,4.530901473573473,1,4.6,15.4
12712,36,4.2,2,31,3.1097660534862834,1,4.2,15.8
12713,23,5.0,2,26,7.5360867661352575,1,5.0,15.0
12714,30,4.8,2,27,1.529726161521905,1,4.8,15.2
12715,29,4.7,3,12,12.217240176909005,2,9.4,10.6
12716,23,4.5,2,18,4.588679297487378,1,4.5,15.5
12717,39,4.4,3,44,12.090885717446396,2,8.8,11.2
12718,26,4.6,3,12,1.5340993371342369,2,9.2,10.8
12719,28,5.0,2,16,4.531237447472418,1,5.0,15.0
12720,30,4.9,3,24,3.1098783151608616,2,9.8,10.2
12721,28,4.0,2,38,10.415979862923049,1,4.0,16.0
12722,24,4.6,3,17,7.746499375373773,2,9.2,10.8
12723,37,4.4,2,34,9.162088233924921,1,4.4,15.6
12724,22,4.4,3,36,10.550295445173377,2,8.8,11.2
12725,37,4.2,2,35,19.590887799045845,1,4.2,15.8
12726,20,4.8,2,18,12.056953151950662,1,4.8,15.2
12727,22,5.0,2,15,9.061127494752238,1,5.0,15.0
12728,31,5.0,3,32,4.464152609112947,2,10.0,10.0
12729,38,4.9,3,23,13.66085535805377,2,9.8,10.2
12730,35,5.0,3,17,8.929621768394563,2,10.0,10.0
12731,22,5.0,3,15,4.530985191304095,2,10.0,10.0
12732,38,4.6,1,16,4.5317745916199,3,13.799999999999999,6.200000000000001
12733,30,4.8,1,29,10.571705517771939,3,14.399999999999999,5.600000000000001
12734,26,4.4,2,34,12.21580153556638,1,4.4,15.6
12735,23,5.0,3,26,10.706780989771683,2,10.0,10.0
12736,37,4.4,2,47,17.041308859939207,1,4.4,15.6
12737,20,4.6,3,24,13.747942635381355,2,9.2,10.8
12738,29,3.8,2,46,4.6024563042547335,1,3.8,16.2
12739,35,5.0,3,39,10.70582002870246,2,10.0,10.0
12740,38,4.4,2,53,12.43875210831113,1,4.4,15.6
12741,26,4.9,2,19,9.414207472710387,1,4.9,15.1
12742,32,4.5,3,26,20.827616797656383,2,9.0,11.0
12743,22,4.9,2,25,3.067770561072467,1,4.9,15.1
12744,29,4.8,3,41,11.902873492993384,2,9.6,10.4
12745,33,4.9,3,10,7.747793362638613,2,9.8,10.2
12746,21,4.8,2,29,12.552275755914394,1,4.8,15.2
12747,21,4.6,3,18,3.036148984255033,2,9.2,10.8
12748,26,4.2,2,33,1.5270548523803655,1,4.2,15.8
12749,29,4.2,2,28,3.0992065217727216,1,4.2,15.8
12750,37,4.0,3,37,13.764250249667594,2,8.0,12.0
12751,29,4.5,2,27,13.743515685221775,1,4.5,15.5
12752,25,4.8,2,28,5.855574101464678,1,4.8,15.2
12753,29,4.6,2,28,4.530898781872162,1,4.6,15.4
12754,22,4.2,2,40,19.857020268325563,1,4.2,15.8
12755,25,4.5,1,17,19.849333041264376,3,13.5,6.5
12756,26,4.7,3,10,3.102770127436664,2,9.4,10.6
12757,29,4.6,1,40,13.591348775490044,3,13.799999999999999,6.200000000000001
12758,26,5.0,2,15,10.846813053923176,1,5.0,15.0
12759,20,5.0,3,12,5.951832191839428,2,10.0,10.0
12760,30,4.9,1,26,1.5267486896810831,3,14.700000000000001,5.299999999999999
12761,20,5.0,2,31,9.295646535921481,1,5.0,15.0
12762,39,4.9,2,44,20.94185463730536,1,4.9,15.1
12763,28,4.5,3,28,19.659135828969667,2,9.0,11.0
12764,31,4.8,3,24,7.774533589022428,2,9.6,10.4
12765,38,4.9,2,29,10.586671192789037,1,4.9,15.1
12766,29,4.6,2,18,10.847227288462221,1,4.6,15.4
12767,32,4.8,2,42,14.121309628180253,1,4.8,15.2
12768,20,4.7,3,29,8.918804625450754,2,9.4,10.6
12769,38,4.7,3,28,10.405069829459713,2,9.4,10.6
12770,35,4.7,2,26,6.1364990696195605,1,4.7,15.3
12771,20,4.7,2,17,2.9923852201337002,1,4.7,15.3
12772,23,4.9,3,13,1.5269419161565756,2,9.8,10.2
12773,33,4.9,2,18,3.1098783151608616,1,4.9,15.1
12774,30,4.6,2,27,7.441592937377917,1,4.6,15.4
12775,29,4.0,2,24,1.5125287367950533,1,4.0,16.0
12776,35,4.6,3,33,9.204558934599385,2,9.2,10.8
12777,24,5.0,2,12,7.441494565146904,1,5.0,15.0
12778,38,4.8,2,34,4.53136514504565,1,4.8,15.2
12779,34,4.5,2,16,19.93768479044883,1,4.5,15.5
12780,22,4.7,3,31,9.174732338667049,2,9.4,10.6
12781,35,4.5,3,27,13.592749450062879,2,9.0,11.0
12782,39,4.7,3,18,3.082456693309421,2,9.4,10.6
12783,25,4.6,3,38,10.689181764692147,2,9.2,10.8
12784,35,4.8,3,23,7.845173108613388,2,9.6,10.4
12785,37,4.9,2,35,12.395136598591078,1,4.9,15.1
12786,27,4.6,2,19,20.397442775188328,1,4.6,15.4
12787,39,5.0,3,26,6.071413761024368,2,10.0,10.0
12788,21,4.7,2,39,16.577479483376553,1,4.7,15.3
12789,31,4.6,2,28,4.581196682217199,1,4.6,15.4
12790,34,4.9,2,37,10.625000785116185,1,4.9,15.1
12791,24,5.0,3,27,9.308216432218837,2,10.0,10.0
12792,23,4.6,1,21,7.439646912705908,3,13.799999999999999,6.200000000000001
12793,20,4.4,2,34,12.552275755914394,1,4.4,15.6
12794,30,4.7,2,26,7.4808438841596665,1,4.7,15.3
12795,37,4.4,2,36,19.72955857320852,1,4.4,15.6
12796,37,4.8,3,29,3.035948809530015,2,9.6,10.4
12797,38,4.2,3,43,10.555175207495012,2,8.4,11.6
12798,30,4.9,3,28,1.5514033908345948,2,9.8,10.2
12799,39,4.6,3,26,1.551363898457269,2,9.2,10.8
12800,35,4.8,2,31,3.0553946629310085,1,4.8,15.2
12801,38,4.8,3,15,3.025022500187704,2,9.6,10.4
12802,31,4.1,2,32,4.648799378421784,1,4.1,15.9
12803,21,4.6,2,23,12.392704620939153,1,4.6,15.4
12804,33,4.6,2,46,14.121309628180253,1,4.6,15.4
12805,26,4.6,2,16,1.5548963739937318,1,4.6,15.4
12806,22,4.0,2,24,9.308007883296778,1,4.0,16.0
